운영노선명,역명,승강기명,승강기 구분
9호선,당산,(B3) 선유도역방향 승강장 1-1 비승차구역 2호기,ES
9호선,당산,(B2) 2호선 환승 대합실 3호기,ES
9호선,당산,(B2) 2호선 환승 대합실 4호기,ES
9호선,당산,(B3) 선유도역방향 승강장 2-4 출입문 앞 5호기,ES
9호선,당산,(B3) 선유도역방향 승강장 2-4 출입문 앞 6호기,ES
9호선,당산,(B2) 대합실 중간 지하철수사대 부근 7호기,ES
9호선,당산,(B2) 대합실 중간 지하철수사대 부근 8호기,ES
9호선,당산,(B3) 선유도역방향 5-4 출입문 앞 9호기,ES
9호선,당산,"(B2) 8,9번출구 방향 대합실 10호기",ES
9호선,당산,(B2) 대합실 중간 지하철수사대 부근 11호기,ES
9호선,당산,(B2) 대합실 중간 지하철수사대 부근 12호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 13호기",ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 14호기",ES
9호선,당산,3F 2호선 환승 외선(영등포구청역방향) 승강장 15호기,ES
9호선,당산,(B2) 2호선 환승 대합실 16호기,ES
9호선,당산,(B2) 2호선 환승 대합실 17호기,ES
9호선,당산,3F 2호선 환승 내선(합정역방향) 승강장 18호기,ES
9호선,당산,(B2) 2호선 환승 대합실 19호기,ES
9호선,당산,(B2) 2호선 환승 대합실 20호기,ES
9호선,당산,(1F) 7번 출입구 21호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 22호기",ES
9호선,당산,(1F) 8번 출입구 23호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 24호기",ES
9호선,당산,(1F) 9번 출입구 25호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 26호기",ES
9호선,당산,중층 대합실(대우디오빌방향) 27호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 28호기",ES
9호선,당산,(1F) 11번 출입구 29호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 30호기",ES
9호선,당산,(1F) 12번 출입구 31호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 32호기",ES
9호선,당산,(1F) 13번 출입구 33호기,ES
9호선,당산,"(B1) 대합실(7,10,11,12,13번 출구 방향) 34호기",ES
9호선,국회의사당,(B3) 당산역 방향 승강장 1-1 출입문 앞 1호기,ES
9호선,국회의사당,(B2) 표 내는 곳 내부 화장실 옆 2호기,ES
9호선,국회의사당,(B3) 여의도역 방향 승강장 3-4 출입문 앞 3호기,ES
9호선,국회의사당,(B3) 당산역 방향 승강장 6-4 출입문 앞 4호기,ES
9호선,국회의사당,(1F) 1번 출입구 5호기,ES
9호선,국회의사당,(B2) 1번출입구 방향 대합실 6호기,ES
9호선,국회의사당,(1F) 2번 출입구 7호기,ES
9호선,국회의사당,(B2) 2번출입구 방향 대합실 8호기,ES
9호선,국회의사당,(1F) 3번 출입구 9호기,ES
9호선,국회의사당,(B2) 3번출입구 방향 대합실 10호기,ES
9호선,국회의사당,(1F) 4번 출입구 11호기,ES
9호선,국회의사당,(B2) 4번출입구 방향 대합실 12호기,ES
9호선,국회의사당,(1F) 5번 출입구 13호기,ES
9호선,국회의사당,(B2) 5번출입구 방향 대합실 14호기,ES
9호선,국회의사당,(1F) 6번 출입구 15호기,ES
9호선,국회의사당,(B2) 6번출입구 방향 대합실 16호기,ES
9호선,여의도,(B2) 국회의사당역 방향 1-3 출입문 앞 1호기,ES
9호선,여의도,(B2) 샛강역 방향 6-2 출입문 앞 2호기,ES
9호선,여의도,"(B1) 표내는 곳, 5,6번 출구 방향 3호기",ES
9호선,여의도,(B2) 국회의사당역 방향 4-1 출입문 앞 4호기,ES
9호선,여의도,"(B1) 표내는 곳, 5,6번 출구 방향 5호기",ES
9호선,여의도,(B2) 샛강역 방향 3-4 출입문 앞 6호기,ES
9호선,여의도,(B2) 국회의사당역 방향 6-2 출입문 앞 7호기,ES
9호선,여의도,(B2) 샛강역 방향 1-3 출입문 앞 8호기,ES
9호선,여의도,(1F) 5번 출입구 13호기,ES
9호선,여의도,"(B1) 대합실(5,6번 출구 방향) 14호기",ES
9호선,여의도,(1F) 6번 출입구 15호기,ES
9호선,여의도,"(B1) 대합실(5,6번 출구 방향) 16호기",ES
9호선,샛강,(B3) 여의도역 방향 승강장 1-3 출입문 앞 1호기,ES
9호선,샛강,(B3) 노량진역 방향 승강장 6-2 출입문 앞 2호기,ES
9호선,샛강,(B3) 여의도역 방향 승강장 4-1 출입문 앞 3호기,ES
9호선,샛강,(B3) 노량진역 방향 승강장 3-4 출입문 앞 4호기,ES
9호선,샛강,(1F) 1번 출입구 앞 5호기,ES
9호선,샛강,"(B2) 표 내는 곳(9호선, 신림선) 방향,
 1~4번 출입구 방향 6호기",ES
9호선,샛강,(1F) 2번 출입구 앞 7호기,ES
9호선,샛강,"(B2) 표 내는 곳(9호선, 신림선) 방향,
 1~4번 출입구 방향 8호기",ES
9호선,샛강,(1F) 3번 출입구 앞 9호기,ES
9호선,샛강,"(B2) 표 내는 곳(9호선, 신림선) 방향,
 1~4번 출입구 방향 10호기",ES
9호선,샛강,(1F) 4번 출입구 앞 11호기,ES
9호선,샛강,"(B2) 표 내는 곳 방향, 1~4번 출입구 방향 12호기",ES
9호선,노량진,(B2) 샛강역 방향 승강장 2-4 출입문 앞 1호기,ES
9호선,노량진,(B2) 노들역 방향 승강장 5-1 출입문 앞 2호기,ES
9호선,노량진,(B2) 샛강역 방향 승강장 5-2 출입문 앞 3호기,ES
9호선,노량진,(B2) 노들역 방향 승강장 2-3 출입문 앞 4호기,ES
9호선,노량진,(1F) 7번 출입구 방향 5호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 4번~6번 출입구 방향 6호기",ES
9호선,노량진,(1F) 8번 출입구 앞 7호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 3번 출입구 방향 8호기",ES
9호선,노량진,(1F) 3번출입구 방향 9호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 8번 출입구 방향 10호기",ES
9호선,노량진,(1F) 4번 출입구 방향 11호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 5번~7번 출입구 방향 12호기",ES
9호선,노량진,(중층) 5번 출입구 방향 13호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 4번~6번 출입구 방향 14호기",ES
9호선,노량진,(1F) 6번출입구 앞 15호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 4번, 5번 출입구 방향 16호기",ES
9호선,노량진,(1F) 5번출입구 앞 17호기,ES
9호선,노량진,"(중층) 표내는 곳 방향, 5번 출입구 방향 18호기",ES
9호선,노량진,(중층) 메가스터디타워 방향 19호기,ES
9호선,노량진,"(B1) 표내는 곳 방향, 3번, 8번 출입구 방향 20호기",ES
9호선,노량진,(1F) 3-1번출입구 앞 21호기,ES
9호선,노량진,(중층) 메가스터디타워 방향 22호기,ES
9호선,노량진,"(B1) 9호선, 1호선 환승통로 환승17호기호기",ES
9호선,노량진,(1F) 1호선 용산역 방향 5-2 출입문 앞 환승18호기호기,ES
9호선,노량진,"(B1) 9호선, 1호선 환승통로 환승19호기호기",ES
9호선,노량진,(1F) 1호선 대방역 방향 6-3 출입문 앞 환승20호기호기,ES
9호선,노들,(B2) 노량진역 방향 승강장 2-1 출입문 앞 1호기,ES
9호선,노들,(B2) 흑석역 방향 승강장 5-4 출입문 앞 2호기,ES
9호선,노들,(B2) 노량진역 방향 승강장 4-2 출입문 앞 3호기,ES
9호선,노들,(B2) 흑석역 방향 승강장 3-3 출입문 앞 4호기,ES
9호선,노들,(1F) 1번 출입구 앞 5호기,ES
9호선,노들,"(B1) 표내는 곳 방향, 1번, 5번 출입구 방향 6호기",ES
9호선,노들,(1F) 2번 출입구 앞 7호기,ES
9호선,노들,"(B1) 표내는 곳 방향, 2번~4번 출입구 방향 8호기",ES
9호선,노들,"(중층) 3번, 4번 출입구 방향 연결통로 9호기",ES
9호선,노들,"(B1) 표내는 곳 방향, 2번 출입구 방향 10호기",ES
9호선,노들,(1F) 3번 출입구 앞 11호기,ES
9호선,노들,"(중층) 3번, 4번 출입구 연결통로, 표내는 곳 방향 12호기",ES
9호선,노들,(1F) 4번 출입구 앞 13호기,ES
9호선,노들,"(중층) 3번, 4번 출입구 연결통로, 표내는 곳 방향 14호기",ES
9호선,노들,(1F) 5번 출입구 앞 15호기,ES
9호선,노들,"(B1) 표내는 곳 방향, 1번, 5번 출입구 방향 16호기",ES
9호선,흑석,(B2) 노들역 방향 승강장 2-2 출입구 앞 1호기,ES
9호선,흑석,(B2) 동작역 방향 승강장 5-3 출입구 앞 2호기,ES
9호선,흑석,(B2) 노들역 방향 승강장 4-4 출입구 앞 3호기,ES
9호선,흑석,(B2) 동작역 방향 승강장 3-1 출입구 앞 4호기,ES
9호선,흑석,(1F) 1번 출입구 앞 5호기,ES
9호선,흑석,"(B1) 표내는곳 방향, 화장실 옆, 1번 출입구 방향 6호기",ES
9호선,흑석,"(중층) 2번, 3번 출입구 연결통로 7호기",ES
9호선,흑석,"(B1) 표내는곳 방향, 2번 출입구 방향 8호기",ES
9호선,흑석,(1F) 2번 출입구 앞 9호기,ES
9호선,흑석,"(중층) 2번, 3번 출입구 연결통로 10호기",ES
9호선,흑석,"(중층) 2번, 3번 출입구 연결통로 11호기",ES
9호선,흑석,"(B1) 표내는곳 방향, 3번 출입구 방향 12호기",ES
9호선,흑석,(1F) 3번 출입구 앞 13호기,ES
9호선,흑석,"(중층) 2번, 3번 출입구 연결통로 14호기",ES
9호선,흑석,"(B1) 표내는곳 방향, 4번 출입구 방향 15호기",ES
9호선,흑석,(1F) 4번 출입구 앞 16호기,ES
9호선,동작,(B3) 흑석역 방향 승강장 1-1 출입문 앞 1호기,ES
9호선,동작,"(B2) 표내는 곳 앞, 5번~9번 출입구 방향 2호기",ES
9호선,동작,(B3) 구반포역 방향 승강장 6-4 출입문 앞 3호기,ES
9호선,동작,"(B2) 표내는 곳 앞, 5번~9번 출입구 방향 4호기",ES
9호선,동작,(B3) 흑석역 방향 4-1 출입문 앞 5호기,ES
9호선,동작,(B3) 구반포역 방향 3-3 출입문 앞 6호기,ES
9호선,동작,"(B2) 1번~4번 출구 방향, 4호선 환승통로 방향 7호기",ES
9호선,동작,(B3) 흑석역 방향 승강장 6-4 출입문 뒤 8호기,ES
9호선,동작,"(B2) 1번~4번 출구 방향, 4호선 환승통로 방향 9호기",ES
9호선,동작,(B3) 구반포역 방향 승강장 1-1 출입문 앞 10호기,ES
9호선,동작,"(2F) 환승 표내는 곳 앞, 4호선 환승 방향, 
1번~4번출입구 방향 11호기",ES
9호선,동작,"(2F) 환승 표내는 곳 앞, 4호선 환승 방향, 
1번~4번출입구 방향 12호기",ES
9호선,동작,"(B2) 9호선 환승 방향, 5번~9번출입구 방향 13호기",ES
9호선,동작,"(B2) 9호선 환승 방향, 5번~9번출입구 방향 14호기",ES
9호선,동작,(B1) 5번~8번출입구 방향 15호기,ES
9호선,동작,"(B2) 표내는 곳 앞, 5번~8번출입구 방향 16호기",ES
9호선,동작,"(B2) 4,9호선 환승 방향 17호기",ES
9호선,동작,(1F) 5번출입구 앞 18호기,ES
9호선,동작,"(B1) 5번~8번출구 방향, 9호선 표내는 곳 방향 19호기",ES
9호선,동작,(1F) 9번출입구 앞 20호기,ES
9호선,동작,"(B2) 9호선 표내는 곳 방향, 5번~8번 출입구 방향 21호기",ES
9호선,구반포,(B2) 동작역 방향 승강장 1-3지점 출입문 앞 1호기,ES
9호선,구반포,"(B1) 표내는 곳, 동작역 방향 2호기",ES
9호선,구반포,(B2) 신반포역 방향  승강장 6-2지점 출입문 앞 3호기,ES
9호선,구반포,"(B1) 표내는 곳, 신반포역 방향 4호기",ES
9호선,구반포,(B2) 동작역 방향 승강장 4-1지점 출입문 앞 5호기,ES
9호선,구반포,(B2) 신반포역 방향 승강장 3-4지점 출입문 앞 6호기,ES
9호선,구반포,(1F) 1번 출입구 방향 7호기,ES
9호선,구반포,"(B1) 나가는 곳, 1번 출입구 방향 8호기",ES
9호선,구반포,(중층) 1번 출입구 방향 9호기,ES
9호선,구반포,"(B1) 2,3번 출입구 방향 10호기",ES
9호선,구반포,"(중층) 2,3번 출입구 방향 11호기",ES
9호선,구반포,"(중층) 2,3번출입구 방향 12호기",ES
9호선,신반포,(B2) 구반포역 방향 승강장 2-3 출입문 앞 1호기,ES
9호선,신반포,(B2) 고속터미널역 방향 승강장 5-2 출입문 앞 2호기,ES
9호선,신반포,(B2) 구반포역 방향 승강장 5-2 출입문 앞 3호기,ES
9호선,신반포,"(B1) 나가는 곳, 1~4 출입구 방향 4호기",ES
9호선,신반포,(B2) 고속터미널역 방향 승강장 2-3 출입문 앞 5호기,ES
9호선,신반포,"(B1) 나가는 곳, 1~4 출입구 방향 6호기",ES
9호선,신반포,(1F) 1번 출입구 방향 7호기,ES
9호선,신반포,"(B1) 나가는 곳, 1번 출입구 방향 8호기",ES
9호선,신반포,(1F) 2번 출입구 방향 9호기,ES
9호선,신반포,"(B1) 나가는 곳, 2번 출입구 방향 10호기",ES
9호선,신반포,(1F) 3번 출입구 방향 11호기,ES
9호선,신반포,"(B1) 나가는 곳, 3번 출입구 방향 12호기",ES
9호선,신반포,(1F) 4번 출입구 방향 13호기,ES
9호선,신반포,"(B1) 나가는 곳, 4번 출입구 방향 14호기",ES
9호선,고속터미널,"(B4) 타는 곳, 개화/동작 방향 1호기",ES
9호선,고속터미널,(B5) 신반포역 방향 승강장 2-3 출입문 앞 2호기,ES
9호선,고속터미널,"(B4) 타는 곳, 신논현/중앙보훈병원 방향 3호기",ES
9호선,고속터미널,(B5) 사평역 방향 승강장 5-3 출입문 앞 4호기,ES
9호선,고속터미널,(B5) 신반포역 방향 승강장 5-1 출입문 앞 5호기,ES
9호선,고속터미널,"(B4) 타는 곳, 개화/동작 방향 6호기",ES
9호선,고속터미널,(B5) 사평역 방향 승강장 2-4 출입문 앞 7호기,ES
9호선,고속터미널,(B5) 사평역 방향 승강장 2-4 출입문 앞 8호기,ES
9호선,고속터미널,"(B4) 타는 곳, 개화/동작 방향 9호기",ES
9호선,고속터미널,(B5) 신반포역 방향 승강장 6-3 출입문 앞 10호기,ES
9호선,고속터미널,"(B4) 타는 곳, 신논현/중앙보훈병원 방향 11호기",ES
9호선,고속터미널,(B5) 사평역 방향 승강장 1-2 출입문 앞 12호기,ES
9호선,고속터미널,"(B4) 갈아타는 곳, 3/7호선 방향 13호기",ES
9호선,고속터미널,"(B4) 갈아타는 곳, 3/7호선 방향 14호기",ES
9호선,고속터미널,"(B2) 타는 곳, 개화/중앙보훈병원 방향 15호기",ES
9호선,고속터미널,"(B2) 타는 곳, 개화/중앙보훈병원 방향 16호기",ES
9호선,고속터미널,"(B2) 타는 곳, 개화/중앙보훈병원 방향 17호기",ES
9호선,고속터미널,"(B4) 갈아타는 곳, 3/7호선 방향 18호기",ES
9호선,고속터미널,"(B1) 타는 곳, 개화/중앙보훈병원 방향 19호기",ES
9호선,고속터미널,"(B2) 타는 곳, 개화/중앙보훈병원 방향 20호기",ES
9호선,고속터미널,"(B1) 타는 곳, 개화/중앙보훈병원 방향 21호기",ES
9호선,고속터미널,"(B2) 나가는 곳, 1번 출입구 방향 22호기",ES
9호선,고속터미널,"(B1) 타는 곳, 개화/중앙보훈병원 방향 23호기",ES
9호선,고속터미널,"(B2) 나가는 곳, 8-1/8-2번 출입구 방향 24호기",ES
9호선,고속터미널,"(B4) 나가는 곳, 8-1/8-2번 출입구 방향 25호기",ES
9호선,고속터미널,"(B2) 타는 곳, 개화/중앙보훈병원 방향 26호기",ES
9호선,고속터미널,(1F) 1번 출입구 방향 27호기,ES
9호선,고속터미널,"(B2) 나가는 곳, 1번 출입구 방향 28호기",ES
9호선,고속터미널,(1F) 8-2번 출입구 방향 29호기,ES
9호선,고속터미널,"(B1) 나가는 곳, 8-2번 출입구 방향 30호기",ES
9호선,고속터미널,(1F) 8-1번 출입구 방향 31호기,ES
9호선,고속터미널,"(B1) 나가는 곳, 8-1번 출입구 방향 32호기",ES
9호선,사평,"(B1) 타는 곳, 개화/고속터미널 방향 1호기",ES
9호선,사평,(B3) 고속터미널역 방향 승강장 2-1 출입문 앞 2호기,ES
9호선,사평,"(B1) 타는 곳, 신논현/중앙보훈병원 방향 3호기",ES
9호선,사평,(B3) 신논현역 방향 승강장 5-4 출입문 앞 4호기,ES
9호선,사평,(B3) 고속터미널역 방향 승강장 6-2 출입문 앞 5호기,ES
9호선,사평,"(B1) 타는 곳, 개화/고속터미널 방향 6호기",ES
9호선,사평,(B3) 신논현역 방향 승강장 1-3 출입문 앞 7호기,ES
9호선,사평,"(B1) 타는 곳, 신논현/중앙보훈병원 방향 8호기",ES
9호선,사평,(1F) 1번 출입구 방향 9호기,ES
9호선,사평,"(B1) 나가는 곳, 1번 출입구 방향 10호기",ES
9호선,사평,(1F) 2번 출입구 방향 11호기,ES
9호선,사평,(1F) 2번 출입구 방향 12호기,ES
9호선,사평,"(B1) 나가는 곳, 2번 출입구 방향 13호기",ES
9호선,사평,"(B1) 나가는 곳, 2번 출입구 방향 14호기",ES
9호선,사평,"(중층) 타는 곳, 개화/중앙보훈병원 15호기",ES
9호선,사평,"(중층) 타는 곳, 개화/중앙보훈병원 16호기",ES
9호선,사평,"(B1) 나가는 곳, 2번 출입구 방향 17호기",ES
9호선,사평,"(B1) 나가는 곳, 2번 출입구 방향 18호기",ES
9호선,신논현,"(B2) 타는 곳, 개화 방향  1호기",ES
9호선,신논현,(B4) 사평역 방향 1-4 출입문 앞 2호기,ES
9호선,신논현,"(B2) 타는 곳, 중앙보훈병원 방향  3호기",ES
9호선,신논현,(B4) 언주역 방향 6-1 출입문 앞 4호기,ES
9호선,신논현,(B4) 사평역 방향 6-1 출입문 앞 5호기,ES
9호선,신논현,"(B2)  타는 곳, 개화 방향  6호기",ES
9호선,신논현,(B4) 언주역 방향 2-1 출입문 방향 7호기,ES
9호선,신논현,"(B2) 타는 곳, 중앙보훈병원 방향 8호기",ES
9호선,신논현, (중층) 1번 출입구 방향 9호기,ES
9호선,신논현,(B2) 1번 출입구 방향 10호기,ES
9호선,신논현,(1F) 2번 출입구 방향 11호기,ES
9호선,신논현,"(B2) 나가는 곳, 2번 출입구 방향 12호기",ES
9호선,신논현,(중층) 3번 출입구 방향 13호기,ES
9호선,신논현,"(B2) 나가는 곳, 3번 출입구 방향 14호기",ES
9호선,신논현,(중층) 4번 출입구 방향 15호기,ES
9호선,신논현,"(B2) 나가는 곳, 4번 출입구 방향 16호기",ES
9호선,신논현,(1F) 5번 출입구 방향 17호기,ES
9호선,신논현,"(B2) 나가는 곳, 5번 출입구 방향 18호기",ES
9호선,신논현,(1F) 8번 출입구 방향 19호기,ES
9호선,신논현,"(B2) 나가는 곳, 8번 출입구 방향 20호기",ES
9호선,신논현,"(B2) 나가는 곳, 9번 출입구 방향 21호기",ES
9호선,신논현,(중층) 9번 출입구 방향 22호기,ES
9호선,동작,(B2) 9호선 환승통로 앞 1호기,MW
9호선,동작,(B2) 9호선 환승통로 앞 2호기,MW
9호선,고속터미널,(B2) 9호선 환승통로 앞 1호기,MW
9호선,고속터미널,(B2) 9호선 환승통로 앞 2호기,MW
9호선,고속터미널,(B2) 9호선 환승통로 앞 3호기,MW
9호선,고속터미널,(B2) 9호선 환승통로 앞 4호기,MW
,면목,승강기)에스컬레이터-면목 내부 2호기,ES
,면목,승강기)엘리베이터-면목 내부1,EV
,면목,승강기)엘리베이터-면목 내부2,EV
